PMRP_SUBJECT_ID,EXOME_ID
7559,8998290-1-0238039076
7566,6460873-1-0238096335
7582,MC.AMD104084@0123861874
7585,MC.160962@1075677113
7597,MC.AMD104563@0123911297
7614,MC.158633@1075678848
7617,MC.AMD116272@0124013705
7621,5162857-1-0238096317
7636,MC.AMD118952@0123859603
7650,MC.160905@1075677124
7654,MC.AMD114420@0123861862
7657,5203576-1-0238039094
7659,MC.160289@1075676741
7661,MC.AMD112668@0123861319
7664,MC.160067@1075678690
7672,MC.159369@1075677122
7682,MC.157427@1075677126
7689,MC.160575@1075677151
7696,
7698,MC.159354@1075677132
7715,MC.159783@1075677149
7749,MC.160918@1075677141
7756,MC.AMD122652@0123861841
7760,MC.AMD112084@0123861842
7766,2237742-1-0238039144
7770,7553248-1-0238039128
7781,MC.AMD115988@0123861845
7787,MC.AMD121574@0123911406
7794,MC.AMD119657@0123861802
7795,MC.159383@1075677178
7807,MC.161003@1075641880
7818,MC.161386@1075677164
7826,4394625-1-0238039115
7827,1015185-1-0238039388
7838,MC.159095@1075677167
7842,
7843,MC.AMD105338@0123910224
7848,
7858,
7861,5425183-1-0238039380
7875,MC.AMD126109@0123861819
7879,5129042-1-0238039162
7882,MC.AMD112817@0123911399
7887,9269160-1-0238039105
7894,MC.AMD118092@0123861851
7905,
7913,5985534-1-0238039091
7916,
7922,
7925,
7934,9795739-1-0238039413
7965,MC.160580@1075677198
7966,1815029-1-0238039405
7967,MC.160496@1075677191
7968,MC.160329@1075677194
7976,MC.AMD108802@0123911377
7981,MC.156296@1075677182
8001,MC.159525@1075677190
8002,MC.AMD114218@0123861792
8008,MC.AMD132921@0123861811
8018,MC.158064@1075678843
8020,
8024,MC.160232@1075678067
8035,MC.159836@1075680139
8036,MC.AMD121344@0123911367
8045,MC.AMD102959@0123911370
8050,MC.160453@1075678070
8054,8544760-1-0238039415
8057,MC.157297@1075680134
8058,MC.AMD101427@0123861795
8061,MC.AMD102451@0123909023
8062,MC.AMD122849@0123911362
8066,8725626-1-0238039369
8070,MC.AMD116802@0123861501
8091,MC.156991@1075678076
8106,MC.159171@1075676753
8117,MC.AMD125796@0123911355
8126,9304001-1-0238039456
8128,MC.AMD100495@0123861443
8135,MC.157204@1075680138
8140,MC.159691@1075678094
8143,2899714-1-0238095075
8147,MC.AMD108745@0123911350
8150,MC.AMD123775@0123911349
8157,1333739-1-0238039370
8163,MC.AMD110009@0123861497
8167,MC.AMD118506@0123911649
8170,9064375-1-0238039419
8187,
8192,MC.AMD116772@0124013702
8200,MC.AMD107696@0123910246
8201,2282231-1-0238039684
8218,MC.160226@1075678102
8219,MC.AMD107046@0123911343
8244,MC.AMD111695@0124013700
8248,MC.AMD109385@0123861492
8254,MC.157278@1075678101
8255,MC.157305@1075678097
8262,MC.AMD135230@0123861458
8285,MC.AMD124595@0123911332
8290,MC.159031@1075680135
8297,MC.AMD109092@0123911336
8299,MC.157096@1075678113
8305,MC.AMD103961@0123861209
8306,MC.159969@1075678115
8312,1011758-1-0238039658
8329,MC.157547@1075680133
8364,MC.AMD108999@0123861475
8369,MC.AMD100180@0123911705
8373,
8377,MC.AMD113869@0123861476
8395,5635125-1-0238039689
8406,MC.AMD104092@0123911693
8440,MC.161101@1075641890
8459,5973770-1-0238039722
8463,MC.AMD105177@0123889389
8481,MC.157857@1075678630
8485,MC.157284@1075678146
8494,MC.157544@1075678559
8507,MC.158449@1075678557
8512,MC.160078@1075678618
8519,MC.AMD106481@0123911677
8523,MC.160921@1075678628
8533,MC.160776@1075678548
8544,MC.157241@1075678554
8549,
8555,MC.AMD110374@0123911676
8567,MC.156392@1075680146
8576,MC.AMD134102@0123861450
8584,4699101-1-0238039622
8597,4261266-1-0238039639
8602,1615592-1-0238040974
8624,MC.159805@1075678605
8627,
8631,MC.AMD101286@0123861439
8638,MC.156676@1075678603
8645,MC.AMD133988@0123861435
8647,2601282-1-0238039576
8648,2921253-1-0238040180
8651,MC.158167@1075678612
8653,MC.157354@1075678609
8662,MC.159328@1075678625
8663,MC.160284@1075680145
8664,MC.AMD109008@0123911616
8670,MC.161143@1075678853
8675,3584454-1-0238039648
8699,MC.AMD107682@0123861206
8700,MC.AMD112907@0123861441
8718,MC.160499@1076254337
8734,MC.AMD107766@0123911646
8739,MC.161201@1076254338
8748,MC.158643@1076254336
8749,MC.158486@1076254346
8772,MC.161114@1076254382
8786,6031621-1-0238040046
8787,
8791,MC.AMD129803@0123861579
8798,MC.158412@1076254378
8809,4645334-1-0238039906
8813,MC.AMD105993@0123911637
8826,MC.AMD113861@0123861577
8836,MC.AMD110583@0123861580
8845,
8860,9443646-1-0238039212
8871,
8875,MC.AMD100573@0123861587
8885,MC.157962@1076254391
8887,MC.154785@1076254387
8898,2153775-1-0238039912
8903,MC.160098@1076253385
8905,MC.160037@1076254407
8920,MC.AMD103432@0123911625
8930,MC.157009@1076254405
8935,MC.AMD121421@0123861571
8936,
8943,
8948,MC.161168@1076254352
8958,MC.155662@1076254402
8977,MC.AMD103020@0123911619
8997,MC.157605@1076254365
8998,MC.AMD116325@0123911618
9008,2044414-1-0238039928
9010,MC.AMD103773@0123909598
9019,1845794-1-0238039856
9021,MC.AMD103413@0123861305
9026,MC.157747@1076254414
9033,MC.155675@1076254328
9035,5229983-1-0238039191
9038,MC.158632@1076254401
9041,4169833-1-0238095482
9050,MC.AMD103211@0123909594
9055,MC.159460@1076254409
9085,MC.158422@1076254417
9086,MC.158380@1076254427
9088,MC.158091@1076254428
9092,MC.157760@1076254430
9103,
9110,MC.155243@1076254429
9113,MC.AMD101906@0123861567
9115,4198200-1-0238039177
9122,
9127,MC.AMD123862@0123909588
9132,
9133,1382824-1-0238039224
9140,MC.157286@1076253379
9160,5073589-1-0238039257
9168,4614921-1-0238039241
9171,MC.160151@1076254422
9177,MC.AMD114035@0123861205
9193,MC.155135@1075680165
9197,
9209,MC.157349@1076254426
9212,MC.157459@1076253378
9220,MC.160543@1076253398
9226,9018207-1-0238039235
9235,MC.157567@1076254489
9244,3573768-1-0238095392
9251,MC.160799@1076253467
9264,MC.AMD134852@0123861541
9266,8818722-1-0238038788
9270,9130390-1-0238095400
9281,8342027-1-0238095320
9283,MC.157762@1076253464
9291,
9301,3439886-1-0238095330
9305,MC.159042@1076253409
9306,MC.159667@1076253402
9312,2468525-1-0238095409
9330,
9337,MC.AMD106523@0123861530
9340,2365631-1-0238095401
9349,MC.154386@1075680161
9356,MC.AMD102068@0123861539
9371,MC.AMD115194@0123909566
9376,MC.AMD108532@0123909568
9387,MC.AMD101551@0123909016
9390,MC.157808@1076253418
9399,MC.AMD109594@0123861538
9402,MC.157455@1076253434
9404,MC.157634@1076253435
9415,5585684-1-0238095333
9420,MC.159632@1075680159
9426,MC.161112@1076253446
9427,5607574-1-0238095388
9439,MC.160467@1075641896
9440,MC.160325@1076253427
9451,9051774-1-0238095380
9477,5874252-1-0238095357
9485,
9490,MC.AMD105006@0123861517
9497,
9505,8817266-1-0238095413
9506,
9515,MC.AMD117254@0123861505
9519,MC.AMD101593@0123889969
9525,
9535,MC.159162@1076253451
9537,MC.AMD125708@0123909542
9539,MC.158452@1075680157
9543,MC.AMD103557@0123861507
9547,MC.AMD100700@0123861509
9550,MC.AMD112385@0124013470
9560,2604231-1-0238095391
9568,MC.160583@1075676761
9580,1242203-1-0238095367
9592,MC.158682@1076254327
9593,MC.AMD100771@0123861511
9595,MC.AMD104236@0123861310
9599,MC.AMD103388@0123890596
9601,MC.AMD102856@0123861195
9604,MC.AMD106792@0123911612
9621,9605138-1-0238039299
9625,3163224-1-0238038126
9634,3487025-1-0238039989
9640,MC.AMD107279@0123909524
9643,MC.158458@1076254625
9644,1654554-1-0238039996
9648,MC.AMD116868@0123861304
9649,
9662,MC.AMD114941@0123909002
9664,8874490-1-0238038190
9668,MC.158839@1076254631
9676,
9684,MC.AMD110636@0123909521
9690,MC.AMD114193@0123861226
9696,MC.160988@1076254298
9699,9866667-1-0238040991
9701,MC.157173@1076254635
9715,MC.AMD115696@0123861293
9718,MC.158652@1076254643
9719,
9721,MC.AMD104764@0123909504
9726,MC.AMD103760@0123909505
9739,MC.AMD133227@0123911615
9742,MC.159230@1076254641
9757,9050247-1-0238040016
9760,1741594-1-0238040008
9771,MC.AMD101306@0124013469
9772,MC.160730@1076254709
9773,4432047-1-0238039941
9789,MC.AMD100445@0123859627
9793,MC.AMD100916@0123889375
9801,MC.AMD113996@0123911613
9803,MC.AMD124811@0123859623
9815,
9820,MC.160744@1075678925
9823,2002905-1-0238039271
9848,3994291-1-0238039276
9852,MC.AMD110785@0123861281
9856,
9887,4804222-1-0238040019
9892,
9896,MC.159197@1076254676
9897,MC.AMD100875@0123911595
9911,MC.158531@1076254675
9928,MC.157693@1076254692
9930,MC.AMD103179@0123911601
9951,MC.AMD117460@0123911589
9954,MC.AMD130987@0123911588
9972,MC.AMD105823@0123911583
9975,MC.160048@1075678928
9988,MC.AMD103037@0123861196
10009,1015931-1-0238039625
10012,MC.AMD103746@0123911580
10017,6259926-1-0238095092
10031,MC.AMD118596@0123861259
10036,MC.AMD103175@0124013403
10050,
10053,5489084-1-0238039304
10067,MC.159290@1076254703
10076,
10084,MC.159791@1076253952
10087,MC.161027@1076254718
10117,1277940-1-0238038806
10118,
10124,1472253-1-0238039289
10128,5242756-1-0238040165
10137,MC.AMD131161@0123861253
10139,
10144,6294292-1-0238039361
10149,MC.161214@1076253954
10154,MC.AMD118674@0123861255
10158,
10159,6909968-1-0238039353
10165,MC.158684@1076253953
10198,MC.158554@1075714880
10207,MC.156014@1076253963
10219,
10223,MC.160662@1076254302
10224,MC.160590@1076253971
10235,MC.AMD106690@0123861243
10241,MC.157227@1075714606
10245,MC.158547@1076253983
10248,MC.AMD105759@0123911526
10261,MC.AMD136672@0123911557
10270,MC.161091@1076253982
10288,MC.157660@1076253980
10312,MC.AMD116129@0124013461
10322,MC.AMD104019@0123861238
10323,MC.AMD103459@0123861229
10329,
10331,
10344,6279505-1-0238038801
10349,MC.AMD117760@0123861250
10350,MC.AMD100626@0123861199
10353,MC.158043@1076254300
10357,MC.157658@1075678705
10370,MC.157401@1075714924
10384,MC.160427@1076253999
10391,MC.AMD106668@0123861217
10393,MC.AMD129160@0123910202
10401,MC.AMD122269@0123909010
10407,MC.AMD103883@0124013451
10409,MC.156734@1075714929
10412,MC.AMD116515@0124013425
10413,MC.AMD100712@0123889365
10419,6856850-1-0238039538
10429,MC.157922@0123948184
10434,MC.157602@1076254329
10454,
10458,4100883-1-0238038849
10516,MC.161363@1076254170
10528,MC.AMD116683@0124013449
10531,
10533,8684410-1-0238095074
10554,
10555,MC.AMD104592@0123861706
10557,5276191-1-0238038874
10563,MC.AMD100473@0123910557
10569,MC.AMD108855@0123907446
10577,MC.AMD101275@0124013453
10580,MC.158436@1076253989
10597,8145095-1-0238038995
10598,MC.159036@1076254008
10608,MC.157844@1076254009
10610,MC.AMD123020@0123910550
10618,9504507-1-0238038994
10622,MC.AMD103542@0123910254
10624,MC.157920@1076254028
10626,MC.AMD129206@0123910264
10637,3312927-1-0238039051
10638,5117346-1-0238094937
10644,4328715-1-0238095116
10645,MC.AMD102679@0123861774
10647,MC.AMD102989@0123861785
10660,
10662,MC.154617@1076254020
10674,MC.AMD115112@0123910547
10677,MC.158059@1076254022
10686,MC.159367@1075641901
10692,MC.AMD128430@0123861782
10697,7387701-1-0238039516
10700,MC.AMD129090@0123910542
10710,MC.159415@1076254044
10716,2374549-1-0238039460
10718,MC.159293@1076254195
10719,6375843-1-0238039526
10733,MC.158060@1076254012
10748,MC.158697@1075678620
10767,MC.160139@1076254030
10769,6068117-1-0238039535
10810,MC.AMD119926@0123861736
10824,MC.160381@1076254153
10830,MC.155324@1075679042
10845,MC.AMD102153@0123861778
10858,
10863,MC.AMD101250@0123910517
10868,MC.AMD110734@0123910518
10870,MC.157991@1075678950
10874,MC.AMD117702@0123910510
10878,1579812-1-0238039555
10880,8347343-1-0238039521
10893,6777556-1-0238039467
10896,MC.158000@1076254145
10907,MC.AMD108241@0123910523
10916,
10918,MC.159843@1076254148
10921,MC.159438@1076254147
10922,5820186-1-0238094960
10930,MC.160951@1076254154
10958,MC.159635@1076254952
10963,MC.159428@1076254165
10964,4221479-1-0238039507
10973,MC.AMD102006@0123861411
10981,9575272-1-0238039499
10990,MC.159112@1075678952
11003,MC.157539@0123948128
11020,MC.157977@1075714938
11051,7736013-1-0238094994
11058,MC.163194@1082086293
11064,MC.AMD107877@0123910501
11066,
11067,9560753-1-0238095841
11072,MC.160498@1076254182
11075,MC.158103@1076254180
11078,MC.157575@1076254189
11080,MC.AMD134637@0123910499
11089,2111476-1-0238095004
11094,MC.159732@1076254954
11123,6761027-1-0238095834
11152,MC.158492@1076254201
11157,MC.AMD103058@0123861735
11162,MC.157282@1076254209
11174,
11196,MC.AMD100871@0123861722
11201,MC.AMD125083@0124013426
11208,7898025-1-0238038343
11209,MC.AMD101880@0123907448
11215,
11221,MC.158461@1075678967
11223,MC.158170@1075679162
11226,MC.160310@1076254228
11228,MC.160018@1076254224
11229,MC.AMD114730@0123861727
11232,MC.160299@1076254220
11234,MC.AMD105525@0123861729
11240,MC.AMD134596@0123861724
11247,MC.AMD113795@0124010973
11251,MC.AMD106627@0124010890
11258,MC.156384@1075714889
11271,
11274,4415393-1-0238038341
11276,MC.AMD103537@0123861731
11290,MC.161348@1076254239
11304,MC.AMD105285@0124010966
11305,MC.AMD102628@0123861712
11308,MC.158015@1076254236
11312,MC.AMD104626@0124008387
11313,5307662-1-0238094270
11317,MC.AMD111205@0123861710
11318,MC.AMD108639@0123861697
11337,MC.AMD104343@0123861708
11339,6187307-1-0238038213
11343,MC.161292@1076254914
11358,7888098-1-0238038318
11374,MC.154763@1076254960
11378,
11382,MC.160073@1076254934
11385,MC.AMD100252@0124008403
11386,MC.AMD102438@0123859643
11390,MC.AMD105000@0123861021
11398,MC.AMD104605@0123861703
11399,MC.160510@1076254935
11418,MC.AMD105977@0124010948
11419,MC.158146@1076254931
11435,MC.160110@1075678703
11437,MC.AMD112043@0124010947
11444,1883018-1-0238038360
11448,
11449,MC.160811@1076254929
11459,MC.AMD104805@0124008412
11469,MC.AMD128706@0123860947
11474,1527806-1-0238038384
11479,MC.AMD102851@0123859642
11480,MC.AMD102275@0123861016
11485,MC.AMD113502@0123908980
11488,3812899-1-0238038311
11491,MC.AMD111439@0124012353
11493,MC.159160@1076254939
11503,MC.159668@1076254937
11527,MC.159900@1076254946
11528,4789360-1-0238095824
11529,MC.AMD108728@0123860999
11536,MC.161393@1076254944
11545,MC.158987@1076254956
11557,MC.158908@1076254966
11568,
11572,MC.AMD104956@0123908942
11573,MC.AMD104772@0124010931
11576,MC.157973@1076254947
11582,MC.AMD113392@0124010923
11588,MC.159351@1075641904
11609,MC.AMD126581@0123860948
11611,MC.158158@1076254968
11627,MC.159638@1076254979
11636,
11647,MC.157971@1076254982
11652,MC.157591@1076254981
11658,3831739-1-0238095814
11678,
11684,MC.160466@1076254991
11690,MC.158382@1076254988
11709,MC.AMD101468@0123860989
11719,2603875-1-0238095855
11723,MC.AMD111100@0123860977
11730,MC.AMD100823@0123860976
11742,4619620-1-0238095101
11749,4375670-1-0238095192
11760,MC.AMD108610@0124010906
11777,MC.AMD105303@0123860984
11781,MC.160630@1075678970
11783,1726965-1-0238095553
11785,4121361-1-0238095584
11786,MC.159967@1076254531
11797,MC.AMD115679@0123860971
11801,9182953-1-0238095593
11825,MC.157881@1075678621
11835,9479055-1-0238095517
11838,MC.AMD103717@0124010903
11849,MC.AMD105336@0123907439
11869,
11872,
11880,MC.157174@1076254549
11890,
11891,MC.AMD101223@0123860966
11899,4513918-1-0238095117
11906,MC.AMD110262@0123908987
11907,2639628-1-0238095139
11909,
11916,MC.159158@1076254555
11917,MC.159156@1076254554
11921,MC.AMD101266@0123908985
11930,MC.AMD110588@0124010894
11946,3052211-1-0238095550
11955,MC.160984@1075641914
11959,8024053-1-0238041180
11966,2940787-1-0238041101
11974,MC.AMD104850@0123860960
11991,1235168-1-0238038598
11993,MC.160757@1075688807
12008,3406705-1-0238095160
12011,MC.AMD100365@0123860951
12018,
12021,MC.160663@1075679165
12023,MC.159143@1076254580
12025,MC.AMD118791@0124010888
12030,MC.159008@1076254577
12032,MC.AMD106014@0124011133
12044,MC.157906@1076254579
12047,7237374-1-0238041111
12049,MC.AMD129245@0124011165
12067,MC.158926@1076254612
12073,MC.AMD128793@0123860942
12075,MC.AMD126954@0123860943
12078,1790198-1-0238095210
12092,6586328-1-0238041148
12096,MC.159769@1075690306
12104,MC.AMD103865@0124014909
12105,MC.159310@1075690357
12124,MC.AMD105811@0124011163
12138,MC.AMD107108@0124011156
12141,MC.AMD126900@0124014827
12148,MC.160459@1075690312
12162,MC.AMD100222@0124014902
12177,4204005-1-0238041150
12178,MC.AMD105342@0123907436
12185,8448601-1-0238094271
12208,MC.159820@1075690341
12214,MC.160813@1075690327
12219,MC.158075@1075690325
12220,1131399-1-0238041151
12233,MC.160897@1075690343
12238,MC.AMD106500@0124011154
12241,MC.AMD101374@0124014890
12271,MC.AMD123865@0124014894
12279,MC.AMD104174@0124014865
12289,MC.158659@0123948282
12295,MC.154550@1075690334
12316,7733993-1-0238041122
12320,MC.161209@1075690352
12323,
12328,
12340,MC.AMD115538@0124014899
12356,
12361,MC.AMD101006@0123889351
12364,MC.160930@1075690368
12366,7294788-1-0238094283
12379,MC.AMD107100@0124014877
12380,MC.AMD100375@0124011127
12387,MC.154639@1075690381
12396,MC.160425@1075690376
12405,9953709-1-0238041190
12408,MC.155713@1075691137
12412,1184861-1-0238041268
12419,9801550-1-0238041261
12420,MC.AMD101315@0124014866
12434,MC.158586@1075690388
12444,2454319-1-0238041281
12446,MC.159555@1075690395
12457,MC.159527@1075714884
12458,MC.159478@1075688831
12472,MC.AMD114034@0124014869
12479,MC.158432@1075690393
12486,MC.158689@1075714935
12509,MC.159176@1075690402
12512,MC.162996@1082087089
12519,6482093-1-0238041644
12521,5721518-1-0238041473
12525,MC.157398@1075690407
12541,3121682-1-0238041217
12546,
12550,MC.158055@1075690412
12552,MC.157673@1075714899
12558,
12567,MC.AMD100221@0124011082
12576,MC.161389@1075690439
12578,MC.AMD105311@0124011109
12580,MC.AMD117401@0124014859
12585,1503026-1-0238041282
12588,MC.AMD102971@0124011108
12596,MC.159268@1075690434
12597,
12601,MC.AMD101892@0124014840
12604,MC.157640@1075690431
12605,5157984-1-0238041592
12606,MC.157572@1075690436
12608,
12613,
12620,MC.154540@1075678870
12643,MC.159450@1075690476
12646,MC.159388@1075690432
12652,MC.160541@1075690428
12655,5046026-1-0238041283
12664,
12667,MC.AMD108434@0124011099
12673,MC.AMD104356@0124014853
12687,MC.158434@1075690449
12696,MC.159741@1075690463
12700,MC.161320@1075690462
12702,MC.161082@1075690461
12718,3415397-1-0238041645
12750,MC.157719@1075691069
12769,8117782-1-0238041614
12810,MC.AMD101077@0124014833
12831,
12833,MC.160109@1075690486
12842,MC.160422@0123948182
12853,MC.AMD106886@0123861881
12858,7221861-1-0238041640
12868,MC.160965@1075691064
12876,MC.160504@1075691070
12891,
12893,5450437-1-0238041656
12902,MC.157941@1075691081
12910,MC.160600@1075691082
12927,1282731-1-0238041666
12941,MC.AMD108800@0123908343
12952,MC.160763@1075691079
12956,MC.AMD104878@0124013680
12968,MC.AMD136074@0123908347
12973,MC.AMD103719@0123908340
12977,9177668-1-0238041461
12980,7572494-1-0238094521
12989,3573198-1-0238041421
12994,MC.AMD110449@0123861184
12997,MC.AMD113651@0123908330
13001,
13002,MC.AMD101140@0123908331
13006,MC.163007@1082086947
13010,MC.AMD102588@0124010087
13020,MC.AMD101102@0123861182
13026,MC.AMD103022@0124010097
13039,5938196-1-0238039142
13055,5858360-1-0238041462
13059,MC.160700@1075678985
13082,MC.155405@1075679167
13087,MC.AMD100488@0123908327
13123,MC.159942@1075691135
13125,2234607-1-0238041400
13127,MC.AMD101479@0123908970
13150,MC.157702@1075691158
13167,MC.157136@1075678995
13180,2156217-1-0238041443
13186,MC.156825@1075678994
13192,
13193,MC.AMD102349@0123908306
13196,MC.160842@1075690494
13198,2111334-1-0238041434
13209,MC.AMD101201@0123907247
13223,3714117-1-0238041673
13240,4126452-1-0238040047
13245,MC.157993@1075690491
13250,
13263,MC.160846@1075690498
13266,MC.AMD136830@0123889532
13268,
13273,MC.AMD115168@0123908299
13276,MC.AMD104547@0123908302
13285,MC.AMD102508@0123908300
13286,MC.AMD107357@0123908969
13289,1131813-1-0238040919
13299,MC.161160@1075690511
13302,MC.159193@1075690772
13303,MC.AMD115451@0124010080
13306,MC.AMD108259@0123908294
13308,MC.AMD108815@0123908296
13316,3441682-1-0238041717
13320,MC.158366@1075690500
13337,MC.158277@1075690513
13347,5647339-1-0238041701
13361,MC.157931@1075690505
13364,MC.157610@1075679170
13366,MC.157370@1075690506
13381,MC.160000@1075679013
13394,
13399,MC.AMD117287@0124010068
13407,7590090-1-0238096734
13442,8768164-1-0238041712
13458,1862450-1-0238041688
13460,MC.AMD109567@0123908288
13473,1290209-1-0238041782
13484,MC.159633@1075690524
13495,MC.AMD118226@0124010056
13498,MC.157233@1075690536
13521,MC.161051@1075690544
13522,
13531,MC.AMD110857@0123908271
13545,MC.AMD100817@0123908966
13546,
13558,MC.AMD116603@0123908257
13568,
13575,MC.160437@1075690555
13582,MC.159629@1075690720
13584,MC.AMD118905@0123908261
13587,MC.161175@1075690211
13589,MC.AMD103310@0124010042
13591,MC.157675@1075690560
13592,MC.AMD101450@0123908262
13594,MC.157821@1075641922
13606,MC.163190@1082086957
13615,MC.159019@1075678866
13629,MC.158094@1075641923
13634,MC.AMD102716@0123909322
13637,MC.159377@1075690689
13640,MC.AMD101955@0124010045
13650,4593145-1-0238041765
13654,2496212-1-0238038775
13682,
13688,MC.AMD107653@0123909396
13692,3513272-1-0238041831
13706,MC.AMD109617@0124010047
13708,MC.AMD100776@0123889530
13722,3272797-1-0238041316
13744,MC.AMD107261@0123909386
13745,5789082-1-0238041824
13768,MC.157720@1075690225
13770,MC.AMD129190@0123861170
13798,MC.AMD100430@0123909373
13799,MC.158610@1075679010
13801,MC.159280@1075678719
13802,MC.159277@1075690213
13806,4233949-1-0238061634
13812,MC.AMD102098@0123861171
13820,MC.AMD120713@0124010036
13821,MC.AMD104079@0123909389
13834,MC.AMD101094@0124013435
13835,
13842,MC.160574@1075690235
13845,1447032-1-0238041341
13847,MC.159071@1075690246
13855,2148139-1-0238041326
13891,MC.160262@1075690265
13906,MC.159340@1075690256
13920,3546969-1-0238041374
13937,8480558-1-0238041295
13961,MC.AMD117964@0124010023
13962,1705668-1-0238041314
13968,6236186-1-0238041322
13978,MC.AMD116303@0124010022
13990,MC.AMD123888@0123909379
14004,MC.158230@1075690294
14020,6519902-1-0238041004
14022,4109332-1-0238041036
14023,MC.AMD105071@0123909376
14028,MC.157405@1075690278
14034,MC.160275@1075690292
14043,6690394-1-0238041068
14054,3519768-1-0238041001
14057,MC.157442@1075690290
14062,MC.160115@1075690652
14066,MC.AMD106486@0124011259
14077,4180954-1-0238041000
14082,2150696-1-0238040906
14083,MC.157542@1075690876
14099,MC.AMD110777@0123909357
14115,8249906-1-0238041080
14119,MC.160121@1075690877
14123,MC.AMD100336@0123889310
14126,7926285-1-0238041063
14141,MC.AMD120981@0123909354
14144,8505692-1-0238040077
14147,MC.160808@1075690903
14163,8172954-1-0238041897
14166,6694427-1-0238041049
14175,MC.158246@1075690888
14182,MC.AMD100253@0123909348
14192,MC.163022@1082086963
14218,MC.160387@1075690900
14235,MC.159657@1075714950
14239,MC.AMD117861@0123861428
14246,MC.157780@1075690905
14252,MC.160053@1076254504
14256,
14257,MC.161128@1075690918
14267,
14272,MC.159917@1075690922
14293,MC.AMD118270@0124011250
14296,MC.AMD104910@0123907282
14303,MC.AMD111554@0124011246
14316,MC.161303@1075690916
14322,
14330,MC.159420@1075690941
14333,MC.161045@1075690931
14336,MC.160535@1075690930
14343,3809512-1-0238040922
14346,3932212-1-0238040406
14347,MC.162959@1082086976
14361,
14362,MC.AMD122362@0123909333
14364,MC.157437@1075690648
14367,6469338-1-0238040936
14368,
14370,4628934-1-0238040367
14375,MC.157870@1075690945
14381,MC.159877@1075690717
14386,MC.160712@1075714951
14398,MC.158789@1075690587
14406,5318282-1-0238040189
14415,1409287-1-0238040368
14431,MC.AMD104377@0123908952
14463,
14481,MC.157765@1075641925
14494,MC.AMD124441@0124011216
14496,MC.157620@1075690669
14497,MC.AMD111675@0124011228
14503,MC.AMD106051@0123909321
14504,MC.160860@1075690590
14510,MC.157142@1075690593
14523,
14535,1172821-1-0238096750
14549,
14556,1967497-1-0238041923
14563,MC.159068@1075690647
14576,MC.159812@1075690603
14578,MC.159831@1075690602
14579,MC.161147@1075690604
14591,
14601,MC.AMD103791@0124011227
14603,MC.AMD136125@0124011213
14615,MC.AMD136095@0123889515
14655,MC.161006@1075690613
14677,MC.160229@1075678622
14689,5968318-1-0238042584
14692,MC.AMD102412@0124011205
14698,MC.AMD102777@0123909297
14701,MC.157473@1075690615
14703,9476963-1-0238041927
14725,5429459-1-0238041862
14734,5758535-1-0238041895
14759,MC.AMD105874@0124013671
14770,MC.158421@1075690634
14800,MC.157431@1076254480
14806,
14817,2778279-1-0238061870
14820,MC.AMD105509@0124011197
14845,3368775-1-0238062289
14851,9881889-1-0238061895
14854,MC.AMD134293@0123909279
14871,5611240-1-0238040954
14876,
14887,4489215-1-0238061890
14895,MC.AMD115927@0124011202
14910,
14930,MC.AMD103635@0123907419
14936,MC.AMD102820@0124011189
14937,3559575-1-0238061891
14946,MC.AMD111579@0123909268
14950,
14954,
14984,MC.160030@1075690111
14992,MC.159342@1075690112
14993,MC.161275@1075690124
14995,MC.AMD112715@0123909271
14997,MC.160624@1075690123
15011,7640500-1-0238038305
15015,MC.AMD121606@0124011173
15024,MC.157969@1075690129
15044,MC.157853@1075641553
15056,
15058,MC.AMD118125@0123909256
15067,MC.AMD103113@0123909257
15093,
15128,3389617-1-0238062232
15140,MC.160328@1075641934
15142,MC.AMD110187@0123909240
15169,MC.AMD104521@0123909247
15170,MC.AMD115712@0123909248
15176,MC.AMD123149@0123911326
15177,MC.AMD115184@0123909249
15178,MC.AMD107837@0124010205
15196,9710902-1-0238062257
15223,
15229,MC.159964@1075690160
15235,MC.159410@1075690173
15241,MC.AMD109813@0123909238
15243,MC.160839@1075641549
15274,9297916-1-0238039634
15275,7214924-1-0224009331
15289,MC.AMD107000@0123909230
15308,MC.AMD117951@0124010186
15317,MC.158365@1075690183
15318,MC.AMD114776@0124010185
15323,MC.AMD121393@0123889266
15325,8299063-1-0224009312
15327,MC.159507@1075678697
15331,MC.AMD108267@0123909222
15349,MC.AMD100747@0123909225
15367,MC.159502@1075688830
15374,MC.157480@1075690777
15395,5621273-1-0224009295
15397,MC.AMD100571@0123907257
15409,MC.AMD137033@0123889764
15426,MC.159582@1075690785
15428,MC.AMD107102@0123908905
15446,
15456,MC.AMD123259@0123908909
15472,MC.AMD125441@0124010174
15488,MC.157472@1075690823
15495,4748550-1-0238042598
15499,MC.158779@0123948179
15512,MC.AMD116219@0123908911
15536,1907769-1-0238094625
15548,MC.AMD134600@0123908913
15551,MC.AMD116427@0123907260
15563,
15564,MC.AMD118423@0123908915
15571,MC.158107@1075690820
15578,MC.160556@1075690830
15579,MC.160538@1075690813
15584,9947369-1-0224009516
15585,MC.AMD113111@0124010163
15599,MC.AMD108250@0123908898
15617,MC.159579@1075690829
15627,MC.160074@1075690847
15628,MC.AMD101356@0123889451
15642,MC.AMD122694@0124010171
15649,MC.AMD100566@0123908894
15660,
15679,MC.157832@1075690843
15690,MC.AMD115420@0124010152
15694,1987288-1-0224009494
