PMRP_SUBJECT_ID,EXOME_ID
15698,MC.AMD117219@0124010151
15722,MC.159125@1075690851
15724,MC.158378@1075690850
15726,
15728,MC.162931@1082086986
15729,MC.AMD119906@0123908882
15747,MC.AMD114277@0124013438
15752,MC.AMD132797@0124010138
15753,MC.154530@1075690858
15765,7285245-1-0224009468
15769,7933862-1-0224009471
15775,MC.AMD109794@0124010142
15782,MC.AMD111564@0123908890
15790,MC.AMD118503@0123908957
15799,3835909-1-0238038282
15803,6304481-1-0224009458
15809,MC.AMD124087@0124010147
15825,MC.AMD120094@0123908858
15838,2526938-1-0224009444
15845,MC.AMD106753@0124010134
15864,MC.157343@1075691356
15872,MC.161235@1075691358
15877,MC.AMD125476@0123908856
15880,6961982-1-0224008282
15883,MC.AMD103988@0124008474
15889,MC.AMD109073@0124010129
15895,MC.AMD100477@0124013419
15905,3729898-1-0224008279
15913,
15921,MC.160440@0123948168
15928,6736333-1-0224008249
15945,MC.AMD105476@0123890878
15948,6822533-1-0224008274
15957,MC.160904@1075691380
15963,MC.159987@1075641933
15967,
15974,
15976,
15979,MC.AMD104765@0124010113
15981,MC.160257@1075691378
15983,
15987,MC.161273@1075678877
15991,7354334-1-0238040222
15993,MC.AMD105955@0124013412
15996,MC.AMD136474@0123908832
15999,MC.158394@1075691382
16003,3174867-1-0224008202
16004,MC.157924@1075691396
16011,2487121-1-0224008230
16012,
16014,1152235-1-0224008201
16017,2335404-1-0224008232
16023,MC.AMD108783@0123908838
16024,MC.AMD119117@0124010115
16028,MC.160087@1075691420
16030,MC.156020@1075691421
16031,MC.AMD105396@0123908834
16041,MC.157257@1075641999
16058,MC.AMD110177@0123890877
16065,
16066,6841248-1-0224008224
16068,5046911-1-0224008817
16071,3213296-1-0224008226
16075,7422661-1-0238038227
16077,MC.AMD119065@0123890872
16082,MC.159518@1075641562
16087,MC.160884@1075691424
16089,MC.AMD109942@0123908842
16097,MC.157938@0123948279
16100,
16113,MC.AMD107327@0124010124
16120,MC.160111@1075691391
16131,
16133,MC.AMD116335@0124010125
16134,3525464-1-0224008197
16135,MC.AMD101859@0123861164
16142,6564229-1-0224008198
16158,MC.AMD114406@0123908837
16180,MC.AMD104567@0123908844
16186,MC.159364@1075680266
16207,MC.AMD119458@0123908835
16228,MC.158383@1075691427
16244,MC.AMD101760@0123908440
16247,4347427-1-0224008845
16258,MC.158279@1075691442
16265,MC.159941@1075714911
16277,MC.AMD107183@0123908445
16308,MC.160762@1075680272
16316,2716571-1-0224008825
16342,MC.158463@1075680320
16343,MC.163001@1082087004
16383,
16388,MC.AMD105007@0123908428
16396,5086101-1-0238038122
16400,MC.157782@1075678881
16419,8966875-1-0224008767
16442,MC.161030@1075680289
16458,
16468,MC.AMD104147@0123890848
16469,
16472,MC.156161@1075680296
16474,
16491,MC.160699@1075680298
16501,MC.158204@0123948025
16505,MC.AMD120315@0124015194
16511,6037064-1-0238060590
16520,
16529,
16533,MC.157335@1076253561
16535,MC.AMD121151@0124013748
16562,MC.159421@1075714920
16597,MC.163186@1082087011
16617,
16622,MC.159294@1075680306
16625,MC.157848@1075680317
16626,MC.157444@1075680313
16653,3290102-1-0238060589
16662,MC.AMD121093@0123908962
16670,5171618-1-0238060652
16677,3001766-1-0238060621
16688,MC.AMD116365@0123890835
16701,
16707,MC.158621@1075680326
16708,
16754,MC.158673@0123948113
16761,6945871-1-0238038278
16786,MC.158562@1075680357
16789,
16791,9066677-1-0224009403
16795,4669188-1-0224009410
16810,MC.158491@1075641578
16816,MC.AMD125676@0123890808
16825,1005599-1-0224009395
16841,
16864,8895022-1-0238094626
16872,9888705-1-0238038601
16880,
16901,MC.158962@0123948111
16902,8069669-1-0224009366
16903,MC.158339@0123948167
16904,MC.158631@1075680359
16909,MC.159798@1075680360
16932,MC.158763@1075680364
16935,MC.158031@1075641930
16943,MC.AMD112997@0123908290
16949,9076965-1-0238060751
16960,9232012-1-0238060734
16966,MC.160330@1075680381
17015,7995536-1-0238060690
17019,MC.AMD100765@0123890353
17024,8042502-1-0238060752
17030,8590288-1-0238060728
17031,5260717-1-0238040995
17032,4180656-1-0238060744
17041,MC.160309@1075680410
17045,3295792-1-0238060746
17058,4625308-1-0238060730
17060,4837167-1-0238060683
17064,6092588-1-0238060731
17070,5401046-1-0238060723
17074,MC.AMD115995@0123908363
17075,
17080,6116768-1-0238060725
17086,MC.AMD120039@0123890814
17098,MC.163173@1082087027
17099,MC.161170@1075641929
17100,MC.163169@1082087017
17108,MC.161322@1075641577
17111,MC.160867@1076254475
17119,MC.158311@1075680389
17124,MC.157347@1075680390
17141,9377744-1-0238061683
17142,8943469-1-0238061638
17164,4919658-1-0238061631
17209,MC.158822@1075680395
17225,
17233,
17236,
17238,MC.159763@1075680393
17239,MC.159739@1075680443
17254,5284926-1-0238041913
17259,2996196-1-0238038299
17261,MC.AMD137042@0124010993
17268,3687789-1-0238061684
17269,MC.AMD134774@0123890806
17274,5912327-1-0238061692
17276,2365667-1-0238061700
17280,MC.AMD115089@0123908963
17283,
17297,6703273-1-0238061725
17300,2350104-1-0238061558
17313,4629863-1-0238061582
17349,MC.158602@1075680417
17364,MC.158045@1075680419
17378,MC.159992@0123948165
17379,3450651-1-0238038044
17390,MC.159676@1076254274
17395,MC.AMD135376@0123908397
17403,8456933-1-0238061561
17410,9985694-1-0238039959
17434,MC.157724@0123948096
17440,MC.154685@1075679173
17446,8115456-1-0238038302
17450,MC.160242@1075680439
17477,MC.157396@1075680438
17480,MC.159316@1075678883
17514,9289997-1-0238061454
17527,2616042-1-0238061510
17529,4202208-1-0238061518
17530,3732173-1-0238061529
17552,4111690-1-0238061496
17557,7564302-1-0238041503
17569,3004712-1-0238038696
17580,6677181-1-0238061473
17586,9970160-1-0238038509
17590,MC.AMD123998@0124013404
17602,4409435-1-0238038582
17608,8992095-1-0238061491
17626,1033670-1-0238061441
17630,MC.159566@1075680839
17631,MC.160081@1075680841
17647,4517508-1-0238061444
17656,3358239-1-0238094627
17677,1510641-1-0238061469
17683,6708266-1-0238061493
17701,7061283-1-0238061950
17704,MC.AMD107291@0123908388
17708,MC.AMD134642@0124013415
17744,MC.AMD111613@0123890786
17758,MC.158487@1075680855
17786,1765273-1-0238061994
17790,1584750-1-0238062005
17793,MC.158661@1075678884
17801,7371027-1-0238061931
17855,MC.AMD137209@0123890789
17856,
17860,MC.AMD136975@0123890791
17867,MC.157516@0123948161
17872,MC.AMD109269@0123908379
17914,MC.161375@1075680850
17915,2870921-1-0238061430
17927,MC.AMD137044@0123908382
17940,1410778-1-0238062098
17948,MC.AMD113970@0123890682
17955,3051697-1-0238094556
17957,MC.159925@1075680872
17963,6852909-1-0238061426
17964,2740339-1-0238061355
17970,6458990-1-0238061433
17973,5593605-1-0238061425
17989,MC.160345@1075680866
17993,8474113-1-0238061348
18019,
18029,8136909-1-0238062038
18040,4730146-1-0238094564
18045,1408728-1-0238062079
18047,1313549-1-0238096791
18051,MC.159261@1075676788
18075,MC.161107@1075676778
18089,
18095,7298256-1-0238062085
18119,MC.AMD121418@0123908384
18123,MC.AMD129585@0123889923
18130,5412835-1-0238062099
18142,4815728-1-0238061264
18149,8903705-1-0238062060
18167,MC.160625@1075680892
18175,MC.159785@1075680891
18184,MC.157190@1075680893
18218,
18221,
18222,3097463-1-0238096807
18243,3071009-1-0238095066
18245,3618914-1-0238061266
18252,6631818-1-0238061290
18256,MC.163150@1082087046
18262,3404861-1-0238038093
18273,2093379-1-0238061259
18276,4816811-1-0238061267
18318,MC.AMD105546@0123889324
18326,7807841-1-0238061340
18338,8077174-1-0238062110
18346,4945449-1-0238061317
18356,MC.159694@1075680907
18360,1037864-1-0238062137
18363,7805956-1-0238062200
18364,MC.160885@1075680913
18366,1919507-1-0238062121
18393,6537693-1-0238062147
18395,4185585-1-0238094612
18403,1748173-1-0238062155
18404,3848371-1-0238062140
18410,1342779-1-0238062164
18430,MC.AMD102415@0123908369
18433,MC.AMD137252@0123889759
18444,MC.161095@1075680918
18451,2689601-1-0238062149
18466,7505911-1-0238095167
18468,3795617-1-0238041510
18477,8104576-1-0238040525
18479,2965783-1-0238040565
18491,5441940-1-0238040566
18499,MC.159935@1075680928
18502,MC.AMD100294@0123908366
18505,6783416-1-0238095191
18509,8366304-1-0238040551
18535,7157962-1-0238095207
18559,MC.158123@1075680921
18584,MC.AMD103214@0123890657
18625,
18639,3982190-1-0238095211
18649,7583309-1-0238095148
18669,7705242-1-0238095204
18685,4858063-1-0238095157
18686,7121233-1-0238095165
18702,MC.AMD100531@0123860932
18704,MC.AMD118341@0123890660
18715,
18721,MC.AMD136997@0123889818
18749,3091039-1-0238095693
18770,
18773,8272999-1-0238095619
18775,MC.159548@1076254610
18788,MC.163061@1082086299
18804,MC.157500@1076254618
18805,MC.AMD125285@0123889264
18809,
18815,MC.AMD111139@0123890654
18823,8682268-1-0238095678
18830,7683717-1-0238095660
18831,
18832,8941841-1-0238038109
18854,MC.159467@1076254621
18882,MC.158550@1076253483
18894,MC.158986@1076253473
18904,MC.159702@1076253474
18915,MC.AMD119220@0123889807
18932,MC.161397@1076253476
18958,MC.160214@1076253478
18973,MC.AMD105442@0123890642
18999,MC.160178@1076253493
19023,8117292-1-0238038904
19034,2986035-1-0238038968
19061,MC.157194@1076253484
19065,MC.AMD113203@0123907415
19073,3351829-1-0238038162
19083,MC.158442@1076253485
19086,MC.AMD136981@0123861426
19087,8591916-1-0238038954
19098,4395328-1-0238095062
19099,6211699-1-0238038891
19104,MC.160819@1076253497
19140,4224887-1-0238038094
19154,MC.159395@1076253503
19156,MC.159980@1076253502
19166,4347949-1-0238095946
19168,MC.158504@1076253529
19171,MC.AMD102682@0123889797
19175,3648866-1-0238039571
19185,2968534-1-0238095961
19187,9264491-1-0238095978
19209,MC.AMD137325@0123890634
19214,2992735-1-0238095979
19224,8268674-1-0238038482
19233,1893885-1-0238095948
19241,MC.AMD132140@0123889795
19267,6905517-1-0238095898
19269,MC.159927@1076253517
19278,1879318-1-0238095899
19289,7963527-1-0238095918
19305,8038032-1-0238095975
19316,9877903-1-0238095312
19321,7809343-1-0238095272
19330,7957053-1-0238095257
19333,MC.158592@1076253520
19334,8619027-1-0238041529
19346,7974710-1-0238095313
19363,1950051-1-0238095290
19369,MC.AMD119441@0123889968
19373,MC.AMD109337@0123890617
19391,MC.AMD101107@0123889504
19399,7065331-1-0238095238
19405,8385949-1-0238095246
19413,1907293-1-0238095262
19435,6185675-1-0238095279
19439,MC.157303@1076253531
19446,6640370-1-0238095311
19461,3590447-1-0238095713
19528,MC.158214@1076253536
19585,4157103-1-0238095789
19591,7797274-1-0238095734
19592,MC.160848@1076253544
19600,2400810-1-0238095783
19604,7108542-1-0238095782
19606,9879002-1-0238095707
19623,8139180-1-0238038751
19648,2409836-1-0238095425
19649,MC.160959@1076253554
19670,8085548-1-0238095331
19685,9283262-1-0238095466
19705,
19718,4158805-1-0238095507
19728,7833351-1-0238039997
19752,MC.AMD101024@0123908948
19758,9799114-1-0238095469
19764,MC.161379@1076254452
19765,MC.157259@1076254451
19777,MC.159321@0123948187
19778,8455359-1-0238095462
19788,2004292-1-0238095486
19793,MC.160723@1076254446
19798,6972351-1-0238095439
19827,1587720-1-0238038172
19828,MC.AMD116445@0123890293
19835,MC.159045@1076254461
19858,7256085-1-0238039942
19860,MC.160127@1076254466
19862,MC.157836@1076254467
19872,MC.160667@1076254476
19874,MC.159778@1076254478
19894,MC.158611@1076254507
19896,9599518-1-0238038970
19898,MC.158359@1076254509
19903,7432443-1-0238095939
19904,MC.160756@1076254512
19914,MC.158335@1076254526
19915,MC.160372@1076252281
19923,2856608-1-0238038163
19924,3317258-1-0238038558
19939,MC.160273@1076254523
19943,3323731-1-0238038458
19945,9047064-1-0238038566
19947,MC.158836@0123948158
19968,MC.160408@1076254242
19969,9151400-1-0238038633
19970,MC.AMD116720@0123907411
20001,1849146-1-0238038671
20008,7680396-1-0238038256
20009,4709073-1-0238038663
20012,3263821-1-0238038648
20029,MC.160524@1076254248
20048,MC.157390@1076254263
20052,6038027-1-0238038054
20054,9033539-1-0238038585
20070,
20072,3814574-1-0238038033
20077,MC.AMD117169@0123889746
20094,8686910-1-0238038478
20095,MC.160914@1076254258
20115,1211925-1-0238038465
20125,MC.161246@1076254267
20142,6473370-1-0238038472
20148,4424348-1-0238038471
20153,MC.159680@1076254272
20156,5620114-1-0238038495
20161,MC.158484@1076254243
20166,MC.AMD137532@0123889742
20174,MC.162954@1082086350
20175,MC.AMD108451@0124013407
20186,MC.159020@0123948157
20191,MC.158063@1076254245
20193,MC.157763@1075641599
20200,MC.160304@1076254246
20212,MC.159921@1076254247
20213,8659720-1-0238038586
20241,2435023-1-0238038421
20250,5776123-1-0238038480
20254,
20257,1175238-1-0238038096
20263,MC.AMD111818@0124013391
20272,6388388-1-0238038820
20274,4829624-1-0238038405
20280,MC.AMD137537@0124013411
20287,5176669-1-0238038048
20289,MC.158140@0123948145
20300,MC.AMD137514@0124015188
20306,1745691-1-0238038022
20320,MC.161260@0123948270
20341,MC.AMD137516@0124015177
20354,MC.161040@0123948273
20365,MC.161239@0123948263
20369,6680340-1-0238094168
20382,9474536-1-0238094186
20389,MC.160375@0123948254
20391,MC.157994@0123948255
20403,8798512-1-0238094227
20423,9143962-1-0238094205
